115.88	0	115.88
104.3	11.58	92.72
99.2067	8.40481	89.02
103.38	7.26203	115.9
100.082	6.52067	86.89
99.4033	5.36718	96.01
99.6543	4.54303	101.16
99.3388	3.94701	97.13
97.4078	3.98065	81.96
99.294	4.02918	116.27
100.209	3.75766	109.36
99.8742	3.44657	96.19
98.4592	3.4718	81.48
98.4764	3.21431	98.7
98.4187	2.99291	97.61
98.7394	2.81792	103.55
99.0788	2.66865	104.51
98.6639	2.55002	91.61
98.9011	2.42371	103.17
100.242	2.66178	125.72
101.096	2.67206	118.18
101.07	2.54785	100.52
101.681	2.51013	115.13
102.082	2.43638	111.29
101.315	2.45951	82.91
100.727	2.43514	86.02
100.812	2.34478	103.04
100.848	2.25977	101.81
101.153	2.20167	109.69
101.541	2.1621	112.79
101.336	2.1012	95.19
101.064	2.05254	92.64
101.305	2.00386	109
100.93	1.97978	88.57
101.235	1.94636	111.59
101.066	1.89901	95.17
101.013	1.84774	99.09
100.859	1.80504	95.16
101.019	1.76549	107.13
101.271	1.73907	111.08
100.815	1.75645	82.56
100.389	1.76622	82.93
100.413	1.72483	101.45
100.45	1.68557	102.02
100.387	1.6489	97.6
100.591	1.62556	109.79
100.773	1.60097	109.14
100.214	1.6639	73.95
100.226	1.62963	100.79
100.09	1.60247	93.44
100.495	1.62208	120.74
100.074	1.64546	78.58
100.361	1.63942	115.28
100.459	1.61175	105.65
100.212	1.60132	86.88
100.101	1.57633	94.04
99.8863	1.5633	87.84
100.169	1.56192	116.29
100.229	1.5364	103.71
99.9863	1.52996	85.66
99.7125	1.52939	83.28
99.7389	1.50476	101.35
99.6456	1.48362	93.86
99.9769	1.49737	120.85
100.099	1.47921	107.92
100.211	1.46092	107.49
100.281	1.44067	104.93
100.281	1.41933	100.26
99.9771	1.43128	79.3
100.037	1.41194	104.14
100.404	1.4395	126.1
100.289	1.42397	92.17
99.9411	1.44685	74.87
100.052	1.43146	108.14
99.9232	1.4181	90.4
99.7863	1.40599	89.52
99.669	1.39257	90.75
99.6778	1.37463	100.36
99.5675	1.36159	90.96
99.7978	1.36404	117.99
99.8046	1.34712	100.35
99.8007	1.33059	99.49
99.9004	1.31823	108.07
99.6971	1.3182	82.83
99.5245	1.314	85.02
99.1662	1.34715	68.71
98.8053	1.37961	67.77
98.8745	1.3656	104.9
98.9666	1.35331	107.07
99.0467	1.34058	106.17
98.8713	1.33731	83.09
99.0001	1.32895	110.72
98.8683	1.32118	86.74
98.8856	1.30716	100.5
98.912	1.2936	101.39
98.8349	1.28237	91.51
98.6989	1.27635	85.64
98.5751	1.26931	86.57
98.8536	1.28693	126.15
99.0867	1.29513	122.16
